pedestrianId endTime-PID1
16 3.9999999999999996
17 3.9999999999999996
18 3.9999999999999996
19 3.9999999999999996
20 3.9999999999999996
21 3.9999999999999996
22 3.9999999999999996
23 3.9999999999999996
24 3.9999999999999996
25 3.9999999999999996
26 3.9999999999999996
27 3.9999999999999996
8 4.3999999999999995
9 4.3999999999999995
10 4.3999999999999995
11 4.3999999999999995
12 4.3999999999999995
13 4.3999999999999995
14 4.3999999999999995
15 4.3999999999999995
16 4.3999999999999995
17 4.3999999999999995
18 4.3999999999999995
19 4.3999999999999995
20 4.3999999999999995
21 4.3999999999999995
22 4.3999999999999995
23 4.3999999999999995
24 4.3999999999999995
25 4.3999999999999995
26 4.3999999999999995
27 4.3999999999999995
8 4.8
9 4.8
10 4.8
11 4.8
12 4.8
13 4.8
14 4.8
15 4.8
16 4.8
17 4.8
18 4.8
19 4.8
20 4.8
21 4.8
22 4.8
23 4.8
24 4.8
25 4.8
26 4.8
27 4.8
8 5.2
9 5.2
10 5.2
11 5.2
12 5.2
13 5.2
14 5.2
15 5.2
16 5.2
17 5.2
18 5.2
19 5.2
20 5.2
21 5.2
22 5.2
23 5.2
24 5.2
25 5.2
26 5.2
27 5.2
8 5.6000000000000005
9 5.6000000000000005
10 5.6000000000000005
11 5.6000000000000005
12 5.6000000000000005
13 5.6000000000000005
14 5.6000000000000005
15 5.6000000000000005
16 5.6000000000000005
17 5.6000000000000005
18 5.6000000000000005
19 5.6000000000000005
20 5.6000000000000005
21 5.6000000000000005
22 5.6000000000000005
23 5.6000000000000005
24 5.6000000000000005
25 5.6000000000000005
26 5.6000000000000005
27 5.6000000000000005
8 6.000000000000001
9 6.000000000000001
10 6.000000000000001
11 6.000000000000001
12 6.000000000000001
13 6.000000000000001
14 6.000000000000001
15 6.000000000000001
16 6.000000000000001
17 6.000000000000001
18 6.000000000000001
19 6.000000000000001
20 6.000000000000001
21 6.000000000000001
22 6.000000000000001
23 6.000000000000001
24 6.000000000000001
25 6.000000000000001
26 6.000000000000001
27 6.000000000000001
8 6.400000000000001
9 6.400000000000001
10 6.400000000000001
11 6.400000000000001
12 6.400000000000001
13 6.400000000000001
14 6.400000000000001
15 6.400000000000001
16 6.400000000000001
17 6.400000000000001
18 6.400000000000001
19 6.400000000000001
20 6.400000000000001
21 6.400000000000001
22 6.400000000000001
23 6.400000000000001
24 6.400000000000001
25 6.400000000000001
26 6.400000000000001
27 6.400000000000001
8 6.800000000000002
9 6.800000000000002
10 6.800000000000002
11 6.800000000000002
12 6.800000000000002
13 6.800000000000002
14 6.800000000000002
15 6.800000000000002
16 6.800000000000002
17 6.800000000000002
18 6.800000000000002
19 6.800000000000002
20 6.800000000000002
21 6.800000000000002
22 6.800000000000002
23 6.800000000000002
24 6.800000000000002
25 6.800000000000002
26 6.800000000000002
27 6.800000000000002
8 7.200000000000002
9 7.200000000000002
10 7.200000000000002
11 7.200000000000002
12 7.200000000000002
13 7.200000000000002
14 7.200000000000002
15 7.200000000000002
16 7.200000000000002
17 7.200000000000002
18 7.200000000000002
19 7.200000000000002
20 7.200000000000002
21 7.200000000000002
22 7.200000000000002
23 7.200000000000002
24 7.200000000000002
25 7.200000000000002
26 7.200000000000002
27 7.200000000000002
8 7.600000000000002
9 7.600000000000002
10 7.600000000000002
11 7.600000000000002
12 7.600000000000002
13 7.600000000000002
14 7.600000000000002
15 7.600000000000002
16 7.600000000000002
17 7.600000000000002
18 7.600000000000002
19 7.600000000000002
20 7.600000000000002
21 7.600000000000002
22 7.600000000000002
23 7.600000000000002
24 7.600000000000002
25 7.600000000000002
26 7.600000000000002
27 7.600000000000002
8 8.000000000000002
9 8.000000000000002
10 8.000000000000002
11 8.000000000000002
12 8.000000000000002
13 8.000000000000002
14 8.000000000000002
15 8.000000000000002
16 8.000000000000002
17 8.000000000000002
18 8.000000000000002
19 8.000000000000002
20 8.000000000000002
21 8.000000000000002
22 8.000000000000002
23 8.000000000000002
24 8.000000000000002
25 8.000000000000002
26 8.000000000000002
27 8.000000000000002
8 8.400000000000002
9 8.400000000000002
10 8.400000000000002
11 8.400000000000002
12 8.400000000000002
13 8.400000000000002
14 8.400000000000002
15 8.400000000000002
16 8.400000000000002
17 8.400000000000002
18 8.400000000000002
19 8.400000000000002
20 8.400000000000002
21 8.400000000000002
22 8.400000000000002
23 8.400000000000002
24 8.400000000000002
25 8.400000000000002
26 8.400000000000002
27 8.400000000000002
8 8.800000000000002
9 8.800000000000002
10 8.800000000000002
11 8.800000000000002
12 8.800000000000002
13 8.800000000000002
14 8.800000000000002
15 8.800000000000002
16 8.800000000000002
17 8.800000000000002
18 8.800000000000002
19 8.800000000000002
20 8.800000000000002
21 8.800000000000002
22 8.800000000000002
23 8.800000000000002
24 8.800000000000002
25 8.800000000000002
26 8.800000000000002
27 8.800000000000002
8 9.200000000000003
9 9.200000000000003
10 9.200000000000003
11 9.200000000000003
12 9.200000000000003
13 9.200000000000003
14 9.200000000000003
15 9.200000000000003
16 9.200000000000003
17 9.200000000000003
18 9.200000000000003
19 9.200000000000003
20 9.200000000000003
21 9.200000000000003
22 9.200000000000003
23 9.200000000000003
24 9.200000000000003
25 9.200000000000003
27 9.200000000000003
8 9.600000000000003
9 9.600000000000003
10 9.600000000000003
11 9.600000000000003
12 9.600000000000003
13 9.600000000000003
14 9.600000000000003
15 9.600000000000003
16 9.600000000000003
17 9.600000000000003
18 9.600000000000003
19 9.600000000000003
20 9.600000000000003
21 9.600000000000003
22 9.600000000000003
23 9.600000000000003
24 9.600000000000003
25 9.600000000000003
27 9.600000000000003
8 10.000000000000004
9 10.000000000000004
10 10.000000000000004
11 10.000000000000004
12 10.000000000000004
13 10.000000000000004
14 10.000000000000004
15 10.000000000000004
16 10.000000000000004
17 10.000000000000004
18 10.000000000000004
19 10.000000000000004
21 10.000000000000004
22 10.000000000000004
23 10.000000000000004
24 10.000000000000004
25 10.000000000000004
27 10.000000000000004
8 10.400000000000004
9 10.400000000000004
10 10.400000000000004
11 10.400000000000004
12 10.400000000000004
13 10.400000000000004
14 10.400000000000004
15 10.400000000000004
16 10.400000000000004
17 10.400000000000004
18 10.400000000000004
19 10.400000000000004
21 10.400000000000004
22 10.400000000000004
23 10.400000000000004
24 10.400000000000004
25 10.400000000000004
27 10.400000000000004
8 10.800000000000004
9 10.800000000000004
10 10.800000000000004
11 10.800000000000004
12 10.800000000000004
13 10.800000000000004
14 10.800000000000004
15 10.800000000000004
16 10.800000000000004
17 10.800000000000004
18 10.800000000000004
19 10.800000000000004
21 10.800000000000004
22 10.800000000000004
23 10.800000000000004
24 10.800000000000004
25 10.800000000000004
8 11.200000000000005
9 11.200000000000005
10 11.200000000000005
11 11.200000000000005
12 11.200000000000005
13 11.200000000000005
14 11.200000000000005
15 11.200000000000005
16 11.200000000000005
17 11.200000000000005
18 11.200000000000005
19 11.200000000000005
21 11.200000000000005
22 11.200000000000005
23 11.200000000000005
24 11.200000000000005
25 11.200000000000005
8 11.600000000000005
9 11.600000000000005
10 11.600000000000005
11 11.600000000000005
12 11.600000000000005
13 11.600000000000005
15 11.600000000000005
16 11.600000000000005
17 11.600000000000005
18 11.600000000000005
19 11.600000000000005
21 11.600000000000005
23 11.600000000000005
24 11.600000000000005
8 12.000000000000005
9 12.000000000000005
11 12.000000000000005
12 12.000000000000005
13 12.000000000000005
16 12.000000000000005
17 12.000000000000005
18 12.000000000000005
19 12.000000000000005
21 12.000000000000005
23 12.000000000000005
24 12.000000000000005
9 12.400000000000006
11 12.400000000000006
12 12.400000000000006
13 12.400000000000006
16 12.400000000000006
17 12.400000000000006
18 12.400000000000006
19 12.400000000000006
21 12.400000000000006
23 12.400000000000006
9 12.800000000000006
11 12.800000000000006
12 12.800000000000006
16 12.800000000000006
17 12.800000000000006
18 12.800000000000006
19 12.800000000000006
21 12.800000000000006
23 12.800000000000006
9 13.200000000000006
12 13.200000000000006
16 13.200000000000006
17 13.200000000000006
18 13.200000000000006
19 13.200000000000006
21 13.200000000000006
23 13.200000000000006
9 13.600000000000007
12 13.600000000000007
16 13.600000000000007
17 13.600000000000007
18 13.600000000000007
19 13.600000000000007
21 13.600000000000007
23 13.600000000000007
9 14.000000000000007
12 14.000000000000007
16 14.000000000000007
17 14.000000000000007
18 14.000000000000007
19 14.000000000000007
23 14.000000000000007
9 14.400000000000007
12 14.400000000000007
16 14.400000000000007
17 14.400000000000007
18 14.400000000000007
19 14.400000000000007
23 14.400000000000007
9 14.800000000000008
12 14.800000000000008
16 14.800000000000008
17 14.800000000000008
19 14.800000000000008
23 14.800000000000008
9 15.200000000000008
12 15.200000000000008
16 15.200000000000008
19 15.200000000000008
23 15.200000000000008
9 15.600000000000009
12 15.600000000000009
16 15.600000000000009
19 15.600000000000009
23 15.600000000000009
9 16.000000000000007
12 16.000000000000007
16 16.000000000000007
19 16.000000000000007
23 16.000000000000007
9 16.400000000000006
12 16.400000000000006
16 16.400000000000006
19 16.400000000000006
23 16.400000000000006
9 16.800000000000004
19 16.800000000000004
23 16.800000000000004
9 17.200000000000003
19 17.200000000000003
23 17.200000000000003
9 17.6
19 17.6
23 17.6
9 18.0
19 18.0
23 18.0
9 18.4
19 18.4
23 18.4
9 18.799999999999997
19 18.799999999999997
23 18.799999999999997
9 19.199999999999996
19 19.199999999999996
9 19.599999999999994
9 19.999999999999993
9 20.39999999999999
